seconds,latitude,longitude,flightId,arrival_progress,parking_progress,pushback_progress,test,departure_progress,disembarkation_progress,boarding_progress,baggage_unloading_progress,baggage_loading_progress,cleaning_progress,refueling_progress,catering_load_progress,cabin_ready_check_progress,load_sheet_progress,door_close_progress,pushback_start_progress
2231,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,68.5,0,32.8,27.4,0,0,0,0,0
2232,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,68.6,0,32.8,27.4,0,0,0,0,0
2233,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,68.7,0,32.9,27.5,0,0,0,0,0
2234,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,68.9,0,33.0,27.6,0,0,0,0,0
2235,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,69.0,0,33.0,27.6,0,0,0,0,0
2236,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,69.2,0,33.1,27.7,0,0,0,0,0
2237,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,69.3,0,33.2,27.7,0,0,0,0,0
2238,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,69.4,0,33.2,27.8,0,0,0,0,0
2239,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,69.6,0,33.3,27.8,0,0,0,0,0
2240,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,69.7,0,33.4,27.9,0,0,0,0,0
2241,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,69.9,0,33.4,27.9,0,0,0,0,0
2242,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,70.0,0,33.5,28.0,0,0,0,0,0
2243,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,70.1,0,33.6,28.1,0,0,0,0,0
2244,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,70.3,0,33.6,28.1,0,0,0,0,0
2245,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,70.4,0,33.7,28.2,0,0,0,0,0
2246,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,70.6,0,33.8,28.2,0,0,0,0,0
2247,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,70.7,0,33.8,28.3,0,0,0,0,0
2248,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,70.8,0,33.9,28.3,0,0,0,0,0
2249,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,71.0,0,34.0,28.4,0,0,0,0,0
2250,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,71.1,0,34.0,28.4,0,0,0,0,0
2251,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,71.2,0,34.1,28.5,0,0,0,0,0
2252,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,71.4,0,34.2,28.6,0,0,0,0,0
2253,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,71.5,0,34.2,28.6,0,0,0,0,0
2254,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,71.7,0,34.3,28.7,0,0,0,0,0
2255,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,71.8,0,34.4,28.7,0,0,0,0,0
2256,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,71.9,0,34.4,28.8,0,0,0,0,0
2257,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,72.1,0,34.5,28.8,0,0,0,0,0
2258,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,72.2,0,34.6,28.9,0,0,0,0,0
2259,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,72.4,0,34.6,28.9,0,0,0,0,0
2260,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,72.5,0,34.7,29.0,0,0,0,0,0
2261,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,72.6,0,34.8,29.1,0,0,0,0,0
2262,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,72.8,0,34.8,29.1,0,0,0,0,0
2263,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,72.9,0,34.9,29.2,0,0,0,0,0
2264,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,73.1,0,35.0,29.2,0,0,0,0,0
2265,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,73.2,0,35.0,29.3,0,0,0,0,0
2266,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,73.3,0,35.1,29.3,0,0,0,0,0
2267,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,73.5,0,35.2,29.4,0,0,0,0,0
2268,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,73.6,0,35.2,29.4,0,0,0,0,0
2269,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,73.7,0,35.3,29.5,0,0,0,0,0
2270,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,73.9,0,35.4,29.6,0,0,0,0,0
2271,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,74.0,0,35.4,29.6,0,0,0,0,0
2272,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,74.2,0,35.5,29.7,0,0,0,0,0
2273,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,74.3,0,35.6,29.7,0,0,0,0,0
2274,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,74.4,0,35.6,29.8,0,0,0,0,0
2275,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,74.6,0,35.7,29.8,0,0,0,0,0
2276,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,74.7,0,35.8,29.9,0,0,0,0,0
2277,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,74.9,0,35.8,29.9,0,0,0,0,0
2278,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,75.0,0,35.9,30.0,0,0,0,0,0
2279,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,75.1,0,36.0,30.1,0,0,0,0,0
2280,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,75.3,0,36.0,30.1,0,0,0,0,0
2281,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,75.4,0,36.1,30.2,0,0,0,0,0
2282,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,75.6,0,36.2,30.2,0,0,0,0,0
2283,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,75.7,0,36.2,30.3,0,0,0,0,0
2284,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,75.8,0,36.3,30.3,0,0,0,0,0
2285,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,76.0,0,36.4,30.4,0,0,0,0,0
2286,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,76.1,0,36.4,30.4,0,0,0,0,0
2287,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,76.2,0,36.5,30.5,0,0,0,0,0
2288,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,76.4,0,36.6,30.6,0,0,0,0,0
2289,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,76.5,0,36.6,30.6,0,0,0,0,0
2290,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,76.7,0,36.7,30.7,0,0,0,0,0
2291,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,76.8,0,36.8,30.7,0,0,0,0,0
2292,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,76.9,0,36.8,30.8,0,0,0,0,0
2293,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,77.1,0,36.9,30.8,0,0,0,0,0
2294,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,77.2,0,37.0,30.9,0,0,0,0,0
2295,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,77.4,0,37.0,30.9,0,0,0,0,0
2296,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,77.5,0,37.1,31.0,0,0,0,0,0
2297,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,77.6,0,37.2,31.1,0,0,0,0,0
2298,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,77.8,0,37.2,31.1,0,0,0,0,0
2299,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,77.9,0,37.3,31.2,0,0,0,0,0
2300,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,78.1,0,37.4,31.2,0,0,0,0,0
2301,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,78.2,0,37.4,31.3,0,0,0,0,0
2302,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,78.3,0,37.5,31.3,0,0,0,0,0
2303,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,78.5,0,37.6,31.4,0,0,0,0,0
2304,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,78.6,0,37.7,31.4,0,0,0,0,0
2305,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,78.7,0,37.7,31.5,0,0,0,0,0
2306,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,78.9,0,37.8,31.6,0,0,0,0,0
2307,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,79.0,0,37.9,31.6,0,0,0,0,0
2308,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,79.2,0,37.9,31.7,0,0,0,0,0
2309,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,79.3,0,38.0,31.7,0,0,0,0,0
2310,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,79.4,0,38.1,31.8,0,0,0,0,0
2311,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,79.6,0,38.1,31.8,0,0,0,0,0
2312,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,79.7,0,38.2,31.9,0,0,0,0,0
2313,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,79.9,0,38.3,31.9,0,0,0,0,0
2314,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,80.0,0,38.3,32.0,0,0,0,0,0
2315,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,80.1,0,38.4,32.1,0,0,0,0,0
2316,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,80.3,0,38.5,32.1,0,0,0,0,0
2317,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,80.4,0,38.5,32.2,0,0,0,0,0
2318,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,80.6,0,38.6,32.2,0,0,0,0,0
2319,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,80.7,0,38.7,32.3,0,0,0,0,0
2320,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,80.8,0,38.7,32.3,0,0,0,0,0
2321,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,81.0,0,38.8,32.4,0,0,0,0,0
2322,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,81.1,0,38.9,32.4,0,0,0,0,0
2323,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,81.2,0,38.9,32.5,0,0,0,0,0
2324,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,81.4,0,39.0,32.6,0,0,0,0,0
2325,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,81.5,0,39.1,32.6,0,0,0,0,0
2326,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,81.7,0,39.1,32.7,0,0,0,0,0
2327,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,81.8,0,39.2,32.7,0,0,0,0,0
2328,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,81.9,0,39.3,32.8,0,0,0,0,0
2329,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,82.1,0,39.3,32.8,0,0,0,0,0
2330,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,82.2,0,39.4,32.9,0,0,0,0,0
2331,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,82.4,0,39.5,32.9,0,0,0,0,0
2332,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,82.5,0,39.5,33.0,0,0,0,0,0
2333,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,82.6,0,39.6,33.1,0,0,0,0,0
2334,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,82.8,0,39.7,33.1,0,0,0,0,0
2335,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,82.9,0,39.7,33.2,0,0,0,0,0
2336,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,83.1,0,39.8,33.2,0,0,0,0,0
2337,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,83.2,0,39.9,33.3,0,0,0,0,0
2338,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,83.3,0,39.9,33.3,0,0,0,0,0
2339,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,83.5,0,40.0,33.4,0.1,0,0,0,0
2340,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,83.6,0,40.1,33.4,0.1,0,0,0,0
2341,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,83.7,0,40.1,33.5,0.2,0,0,0,0
2342,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,83.9,0,40.2,33.6,0.2,0,0,0,0
2343,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,84.0,0,40.3,33.6,0.3,0,0,0,0
2344,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,84.2,0,40.3,33.7,0.3,0,0,0,0
2345,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,84.3,0,40.4,33.7,0.4,0,0,0,0
2346,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,84.4,0,40.5,33.8,0.4,0,0,0,0
2347,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,84.6,0,40.5,33.8,0.5,0,0,0,0
2348,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,84.7,0,40.6,33.9,0.6,0,0,0,0
2349,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,84.9,0,40.7,33.9,0.6,0,0,0,0
2350,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,85.0,0,40.7,34.0,0.7,0,0,0,0
2351,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,85.1,0,40.8,34.1,0.7,0,0,0,0
2352,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,85.3,0,40.9,34.1,0.8,0,0,0,0
2353,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,85.4,0,40.9,34.2,0.8,0,0,0,0
2354,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,85.6,0,41.0,34.2,0.9,0,0,0,0
2355,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,85.7,0,41.1,34.3,0.9,0,0,0,0
2356,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,85.8,0,41.1,34.3,1.0,0,0,0,0
2357,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,86.0,0,41.2,34.4,1.1,0,0,0,0
2358,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,86.1,0,41.3,34.4,1.1,0,0,0,0
2359,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,86.2,0,41.3,34.5,1.2,0,0,0,0
2360,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,86.4,0,41.4,34.6,1.2,0,0,0,0
2361,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,86.5,0,41.5,34.6,1.3,0,0,0,0
2362,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,86.7,0,41.5,34.7,1.3,0,0,0,0
2363,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,86.8,0,41.6,34.7,1.4,0,0,0,0
2364,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,86.9,0,41.7,34.8,1.4,0,0,0,0
2365,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,87.1,0,41.7,34.8,1.5,0,0,0,0
2366,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,87.2,0,41.8,34.9,1.6,0,0,0,0
2367,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,87.4,0,41.9,34.9,1.6,0,0,0,0
2368,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,87.5,0,41.9,35.0,1.7,0,0,0,0
2369,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,87.6,0,42.0,35.1,1.7,0,0,0,0
2370,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,87.8,0,42.1,35.1,1.8,0,0,0,0
2371,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,87.9,0,42.1,35.2,1.8,0,0,0,0
2372,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,88.1,0,42.2,35.2,1.9,0,0,0,0
2373,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,88.2,0,42.3,35.3,1.9,0,0,0,0
2374,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,88.3,0,42.3,35.3,2.0,0,0,0,0
2375,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,88.5,0,42.4,35.4,2.1,0,0,0,0
2376,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,88.6,0,42.5,35.4,2.1,0,0,0,0
2377,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,88.7,0,42.5,35.5,2.2,0,0,0,0
2378,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,88.9,0,42.6,35.6,2.2,0,0,0,0
2379,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,89.0,0,42.7,35.6,2.3,0,0,0,0
2380,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,89.2,0,42.7,35.7,2.3,0,0,0,0
2381,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,89.3,0,42.8,35.7,2.4,0,0,0,0
2382,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,89.4,0,42.9,35.8,2.4,0,0,0,0
2383,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,89.6,0,42.9,35.8,2.5,0,0,0,0
2384,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,89.7,0,43.0,35.9,2.6,0,0,0,0
2385,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,89.9,0,43.1,35.9,2.6,0,0,0,0
2386,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,90.0,0,43.1,36.0,2.7,0,0,0,0
2387,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,90.1,0,43.2,36.1,2.7,0,0,0,0
2388,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,90.3,0,43.3,36.1,2.8,0,0,0,0
2389,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,90.4,0,43.3,36.2,2.8,0,0,0,0
2390,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,90.6,0,43.4,36.2,2.9,0,0,0,0
2391,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,90.7,0,43.5,36.3,2.9,0,0,0,0
2392,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,90.8,0,43.5,36.3,3.0,0,0,0,0
2393,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,91.0,0,43.6,36.4,3.1,0,0,0,0
2394,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,91.1,0,43.7,36.4,3.1,0,0,0,0
2395,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,91.2,0,43.7,36.5,3.2,0,0,0,0
2396,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,91.4,0,43.8,36.6,3.2,0,0,0,0
2397,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,91.5,0,43.9,36.6,3.3,0,0,0,0
2398,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,91.7,0,43.9,36.7,3.3,0,0,0,0
2399,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,91.8,0,44.0,36.7,3.4,0,0,0,0
2400,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,91.9,0,44.1,36.8,3.4,0,0,0,0
2401,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,92.1,0,44.1,36.8,3.5,0,0,0,0
2402,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,92.2,0,44.2,36.9,3.6,0,0,0,0
2403,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,92.4,0,44.3,36.9,3.6,0,0,0,0
2404,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,92.5,0,44.3,37.0,3.7,0,0,0,0
2405,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,92.6,0,44.4,37.1,3.7,0,0,0,0
2406,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,92.8,0,44.5,37.1,3.8,0,0,0,0
2407,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,92.9,0,44.5,37.2,3.8,0,0,0,0
2408,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,93.1,0,44.6,37.2,3.9,0,0,0,0
2409,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,93.2,0,44.7,37.3,3.9,0,0,0,0
2410,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,93.3,0,44.7,37.3,4.0,0,0,0,0
2411,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,93.5,0,44.8,37.4,4.1,0,0,0,0
2412,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,93.6,0,44.9,37.4,4.1,0,0,0,0
2413,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,93.7,0,44.9,37.5,4.2,0,0,0,0
2414,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,93.9,0,45.0,37.6,4.2,0,0,0,0
2415,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,94.0,0,45.1,37.6,4.3,0,0,0,0
2416,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,94.2,0,45.1,37.7,4.3,0,0,0,0
2417,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,94.3,0,45.2,37.7,4.4,0,0,0,0
2418,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,94.4,0,45.3,37.8,4.4,0,0,0,0
2419,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,94.6,0,45.3,37.8,4.5,0,0,0,0
2420,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,94.7,0,45.4,37.9,4.6,0,0,0,0
2421,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,94.9,0,45.5,37.9,4.6,0,0,0,0
2422,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,95.0,0,45.5,38.0,4.7,0,0,0,0
2423,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,95.1,0,45.6,38.1,4.7,0,0,0,0
2424,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,95.3,0,45.7,38.1,4.8,0,0,0,0
2425,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,95.4,0,45.7,38.2,4.8,0,0,0,0
2426,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,95.6,0,45.8,38.2,4.9,0,0,0,0
2427,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,95.7,0,45.9,38.3,4.9,0,0,0,0
2428,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,95.8,0,45.9,38.3,5.0,0,0,0,0
2429,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,96.0,0,46.0,38.4,5.1,0,0,0,0
2430,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,96.1,0,46.1,38.4,5.1,0,0,0,0
2431,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,96.2,0,46.1,38.5,5.2,0,0,0,0
2432,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,96.4,0,46.2,38.6,5.2,0,0,0,0
2433,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,96.5,0,46.3,38.6,5.3,0,0,0,0
2434,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,96.7,0,46.3,38.7,5.3,0,0,0,0
2435,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,96.8,0,46.4,38.7,5.4,0,0,0,0
2436,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,96.9,0,46.5,38.8,5.4,0,0,0,0
2437,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,97.1,0,46.5,38.8,5.5,0,0,0,0
2438,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,97.2,0,46.6,38.9,5.6,0,0,0,0
2439,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,97.4,0,46.7,38.9,5.6,0,0,0,0
2440,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,97.5,0,46.7,39.0,5.7,0,0,0,0
2441,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,97.6,0,46.8,39.1,5.7,0,0,0,0
2442,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,97.8,0,46.9,39.1,5.8,0,0,0,0
2443,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,97.9,0,46.9,39.2,5.8,0,0,0,0
2444,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,98.1,0,47.0,39.2,5.9,0,0,0,0
2445,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,98.2,0,47.1,39.3,5.9,0,0,0,0
2446,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,98.3,0,47.1,39.3,6.0,0,0,0,0
2447,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,98.5,0,47.2,39.4,6.1,0,0,0,0
2448,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,98.6,0,47.3,39.4,6.1,0,0,0,0
2449,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,98.7,0,47.3,39.5,6.2,0,0,0,0
2450,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,98.9,0,47.4,39.6,6.2,0,0,0,0
2451,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,99.0,0,47.5,39.6,6.3,0,0,0,0
2452,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,99.2,0,47.5,39.7,6.3,0,0,0,0
2453,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,99.3,0,47.6,39.7,6.4,0,0,0,0
2454,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,99.4,0,47.7,39.8,6.4,0,0,0,0
2455,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,99.6,0,47.7,39.8,6.5,0,0,0,0
2456,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,99.7,0,47.8,39.9,6.6,0,0,0,0
2457,43.679138771001845,-79.61723519,flight1,100,100,0,0,0,100,0,99.9,0,47.9,39.9,6.6,0,0,0,0
